month,year,temperature,dewpoint,windspeed,Soilwater_L1,Precipitation,field,temperature_b1,temperature_b2,temperature_b3,temperature_b4,temperature_b5,temperature_b6,temperature_b7,temperature_b8,temperature_b9,temperature_b10,temperature_b11,temperature_b12,dewpoint_b1,dewpoint_b2,dewpoint_b3,dewpoint_b4,dewpoint_b5,dewpoint_b6,dewpoint_b7,dewpoint_b8,dewpoint_b9,dewpoint_b10,dewpoint_b11,dewpoint_b12,windspeed_b1,windspeed_b2,windspeed_b3,windspeed_b4,windspeed_b5,windspeed_b6,windspeed_b7,windspeed_b8,windspeed_b9,windspeed_b10,windspeed_b11,windspeed_b12,Soilwater_L1_b1,Soilwater_L1_b2,Soilwater_L1_b3,Soilwater_L1_b4,Soilwater_L1_b5,Soilwater_L1_b6,Soilwater_L1_b7,Soilwater_L1_b8,Soilwater_L1_b9,Soilwater_L1_b10,Soilwater_L1_b11,Soilwater_L1_b12,Precipitation_b1,Precipitation_b2,Precipitation_b3,Precipitation_b4,Precipitation_b5,Precipitation_b6,Precipitation_b7,Precipitation_b8,Precipitation_b9,Precipitation_b10,Precipitation_b11,Precipitation_b12,Soilwater_L2,Soilwater_L3,Soilwater_L4,Id,age,type,production,date
4,2005,26.643,24.8,1.8473,0.3463,394.44,9,26.355,26.578,27.286,27.309,27.544,27.602,27.036,26.597,26.182,26.077,26.566,26.328,24.69,24.765,24.269,23.807,23.601,23.498,24.233,23.918,23.648,24.373,24.94,24.753,1.8963,2.0914,2.0396,2.0102,2.3453,2.3076,2.0291,1.9428,1.8517,1.8734,1.8569,1.9063,0.34691,0.33256,0.30134,0.2927,0.28886,0.29262,0.32212,0.32118,0.34244,0.35241,0.36002,0.35677,379.15,413.9,205.19,126.53,10.65,208.42,141.38,159.44,182.31,105.11,189.5,336.52,0.34616,0.3469,0.348,,,,,
5,2005,26.397,24.952,1.7458,0.35231,319.57,9,26.643,26.355,26.578,27.286,27.309,27.544,27.602,27.036,26.597,26.182,26.077,26.566,24.8,24.69,24.765,24.269,23.807,23.601,23.498,24.233,23.918,23.648,24.373,24.94,1.8473,1.8963,2.0914,2.0396,2.0102,2.3453,2.3076,2.0291,1.9428,1.8517,1.8734,1.8569,0.3463,0.34691,0.33256,0.30134,0.2927,0.28886,0.29262,0.32212,0.32118,0.34244,0.35241,0.36002,394.44,379.15,413.9,205.19,126.53,10.65,208.42,141.38,159.44,182.31,105.11,189.5,0.35219,0.35128,0.35101,,,,,
6,2005,26.848,24.529,1.8646,0.34158,106.43,9,26.397,26.643,26.355,26.578,27.286,27.309,27.544,27.602,27.036,26.597,26.182,26.077,24.952,24.8,24.69,24.765,24.269,23.807,23.601,23.498,24.233,23.918,23.648,24.373,1.7458,1.8473,1.8963,2.0914,2.0396,2.0102,2.3453,2.3076,2.0291,1.9428,1.8517,1.8734,0.35231,0.3463,0.34691,0.33256,0.30134,0.2927,0.28886,0.29262,0.32212,0.32118,0.34244,0.35241,319.57,394.44,379.15,413.9,205.19,126.53,10.65,208.42,141.38,159.44,182.31,105.11,0.342,0.34394,0.35258,,,,,
7,2005,27.091,23.823,1.6948,0.32078,79.864,9,26.848,26.397,26.643,26.355,26.578,27.286,27.309,27.544,27.602,27.036,26.597,26.182,24.529,24.952,24.8,24.69,24.765,24.269,23.807,23.601,23.498,24.233,23.918,23.648,1.8646,1.7458,1.8473,1.8963,2.0914,2.0396,2.0102,2.3453,2.3076,2.0291,1.9428,1.8517,0.34158,0.35231,0.3463,0.34691,0.33256,0.30134,0.2927,0.28886,0.29262,0.32212,0.32118,0.34244,106.43,319.57,394.44,379.15,413.9,205.19,126.53,10.65,208.42,141.38,159.44,182.31,0.32119,0.32503,0.33576,,,,,
8,2005,27.941,23.314,2.0252,0.28272,89.77,9,27.091,26.848,26.397,26.643,26.355,26.578,27.286,27.309,27.544,27.602,27.036,26.597,23.823,24.529,24.952,24.8,24.69,24.765,24.269,23.807,23.601,23.498,24.233,23.918,1.6948,1.8646,1.7458,1.8473,1.8963,2.0914,2.0396,2.0102,2.3453,2.3076,2.0291,1.9428,0.32078,0.34158,0.35231,0.3463,0.34691,0.33256,0.30134,0.2927,0.28886,0.29262,0.32212,0.32118,79.864,106.43,319.57,394.44,379.15,413.9,205.19,126.53,10.65,208.42,141.38,159.44,0.28272,0.28944,0.30965,,,,,
9,2005,28.79,22.541,2.4467,0.2437,46.402,9,27.941,27.091,26.848,26.397,26.643,26.355,26.578,27.286,27.309,27.544,27.602,27.036,23.314,23.823,24.529,24.952,24.8,24.69,24.765,24.269,23.807,23.601,23.498,24.233,2.0252,1.6948,1.8646,1.7458,1.8473,1.8963,2.0914,2.0396,2.0102,2.3453,2.3076,2.0291,0.28272,0.32078,0.34158,0.35231,0.3463,0.34691,0.33256,0.30134,0.2927,0.28886,0.29262,0.32212,89.77,79.864,106.43,319.57,394.44,379.15,413.9,205.19,126.53,10.65,208.42,141.38,0.24671,0.26585,0.28966,,,,,
10,2005,28.3,23.321,2.4174,0.26832,119.14,9,28.79,27.941,27.091,26.848,26.397,26.643,26.355,26.578,27.286,27.309,27.544,27.602,22.541,23.314,23.823,24.529,24.952,24.8,24.69,24.765,24.269,23.807,23.601,23.498,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,1.8963,2.0914,2.0396,2.0102,2.3453,2.3076,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,0.34691,0.33256,0.30134,0.2927,0.28886,0.29262,46.402,89.77,79.864,106.43,319.57,394.44,379.15,413.9,205.19,126.53,10.65,208.42,0.26336,0.25997,0.27443,,,,,
11,2005,28.476,23.576,2.3375,0.26755,61.945,9,28.3,28.79,27.941,27.091,26.848,26.397,26.643,26.355,26.578,27.286,27.309,27.544,23.321,22.541,23.314,23.823,24.529,24.952,24.8,24.69,24.765,24.269,23.807,23.601,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,1.8963,2.0914,2.0396,2.0102,2.3453,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,0.34691,0.33256,0.30134,0.2927,0.28886,119.14,46.402,89.77,79.864,106.43,319.57,394.44,379.15,413.9,205.19,126.53,10.65,0.26388,0.26373,0.26716,,,,,
12,2005,26.85,24.272,1.6893,0.31668,317.55,9,28.476,28.3,28.79,27.941,27.091,26.848,26.397,26.643,26.355,26.578,27.286,27.309,23.576,23.321,22.541,23.314,23.823,24.529,24.952,24.8,24.69,24.765,24.269,23.807,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,1.8963,2.0914,2.0396,2.0102,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,0.34691,0.33256,0.30134,0.2927,61.945,119.14,46.402,89.77,79.864,106.43,319.57,394.44,379.15,413.9,205.19,126.53,0.31148,0.29839,0.27658,,,,,
7,2008,26.96,23.436,1.8285,0.31622,65.368,9,26.362,26.187,25.948,25.654,25.983,26.094,27.158,29.365,28.267,28.445,27.659,27.018,24.078,24.637,24.565,24.153,24.393,24.035,23.777,22.592,23.133,23.273,23.804,24.284,1.6947,1.7208,1.6736,1.6453,2.0207,2.026,1.9742,2.5323,2.4597,2.2834,2.0088,1.7553,0.3494,0.36043,0.36447,0.36349,0.35868,0.33843,0.29272,0.23333,0.26473,0.273,0.31036,0.32876,174.14,319.45,469.15,547.52,391.33,421.43,315.35,82.589,185.15,81.388,56.404,104.85,0.3155,0.31649,0.33145,,,,,
9,2008,28.16,23.652,2.2509,0.29726,116.97,9,27.453,26.96,26.362,26.187,25.948,25.654,25.983,26.094,27.158,29.365,28.267,28.445,23.642,23.436,24.078,24.637,24.565,24.153,24.393,24.035,23.777,22.592,23.133,23.273,1.9141,1.8285,1.6947,1.7208,1.6736,1.6453,2.0207,2.026,1.9742,2.5323,2.4597,2.2834,0.31484,0.31622,0.3494,0.36043,0.36447,0.36349,0.35868,0.33843,0.29272,0.23333,0.26473,0.273,89.452,65.368,174.14,319.45,469.15,547.52,391.33,421.43,315.35,82.589,185.15,81.388,0.29568,0.29746,0.30689,,,,,
1,2012,27.485,22.956,2.0683,0.26706,380.6,9,29.923,29.149,29.64,29.255,27.929,26.867,27.035,26.616,25.965,25.978,25.852,25.775,21.477,22.168,21.883,22.501,23.286,23.523,24.076,24.9,24.528,24.304,24.05,23.954,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,1.9486,1.9864,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,0.35676,0.3433,141.54,164.8,239.3,97.274,184.2,153.31,98.744,326.75,402.58,551.15,559.26,433.14,0.25704,0.23368,0.24339,,,,,
2,2012,26.549,23.297,2.096,0.30377,471.37,9,27.485,29.923,29.149,29.64,29.255,27.929,26.867,27.035,26.616,25.965,25.978,25.852,22.956,21.477,22.168,21.883,22.501,23.286,23.523,24.076,24.9,24.528,24.304,24.05,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,1.9486,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,0.35676,380.6,141.54,164.8,239.3,97.274,184.2,153.31,98.744,326.75,402.58,551.15,559.26,0.29733,0.27838,0.24835,,,,,
3,2012,26.234,24.13,2.2271,0.34166,459.92,9,26.549,27.485,29.923,29.149,29.64,29.255,27.929,26.867,27.035,26.616,25.965,25.978,23.297,22.956,21.477,22.168,21.883,22.501,23.286,23.523,24.076,24.9,24.528,24.304,2.096,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,471.37,380.6,141.54,164.8,239.3,97.274,184.2,153.31,98.744,326.75,402.58,551.15,0.33991,0.33399,0.3059,,,,,
4,2012,26.94,24.543,2.1819,0.33714,345.75,9,26.234,26.549,27.485,29.923,29.149,29.64,29.255,27.929,26.867,27.035,26.616,25.965,24.13,23.297,22.956,21.477,22.168,21.883,22.501,23.286,23.523,24.076,24.9,24.528,2.2271,2.096,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,459.92,471.37,380.6,141.54,164.8,239.3,97.274,184.2,153.31,98.744,326.75,402.58,0.33594,0.33414,0.32974,,,,,
5,2012,27.329,24.05,2.227,0.32305,228.45,9,26.94,26.234,26.549,27.485,29.923,29.149,29.64,29.255,27.929,26.867,27.035,26.616,24.543,24.13,23.297,22.956,21.477,22.168,21.883,22.501,23.286,23.523,24.076,24.9,2.1819,2.2271,2.096,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,345.75,459.92,471.37,380.6,141.54,164.8,239.3,97.274,184.2,153.31,98.744,326.75,0.32291,0.32563,0.33375,,,,,
6,2012,27.131,23.789,2.1344,0.30872,120.39,9,27.329,26.94,26.234,26.549,27.485,29.923,29.149,29.64,29.255,27.929,26.867,27.035,24.05,24.543,24.13,23.297,22.956,21.477,22.168,21.883,22.501,23.286,23.523,24.076,2.227,2.1819,2.2271,2.096,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,228.45,345.75,459.92,471.37,380.6,141.54,164.8,239.3,97.274,184.2,153.31,98.744,0.30724,0.3068,0.31547,,,,,
7,2012,26.892,24.327,1.9268,0.33259,120.56,9,27.131,27.329,26.94,26.234,26.549,27.485,29.923,29.149,29.64,29.255,27.929,26.867,23.789,24.05,24.543,24.13,23.297,22.956,21.477,22.168,21.883,22.501,23.286,23.523,2.1344,2.227,2.1819,2.2271,2.096,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,120.39,228.45,345.75,459.92,471.37,380.6,141.54,164.8,239.3,97.274,184.2,153.31,0.3316,0.32893,0.32249,,,,,
8,2012,27.277,23.321,2.0522,0.30337,61.441,9,26.892,27.131,27.329,26.94,26.234,26.549,27.485,29.923,29.149,29.64,29.255,27.929,24.327,23.789,24.05,24.543,24.13,23.297,22.956,21.477,22.168,21.883,22.501,23.286,1.9268,2.1344,2.227,2.1819,2.2271,2.096,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,120.56,120.39,228.45,345.75,459.92,471.37,380.6,141.54,164.8,239.3,97.274,184.2,0.30271,0.30512,0.31761,,,,,
9,2012,28.32,22.013,2.4741,0.2499,68.435,9,27.277,26.892,27.131,27.329,26.94,26.234,26.549,27.485,29.923,29.149,29.64,29.255,23.321,24.327,23.789,24.05,24.543,24.13,23.297,22.956,21.477,22.168,21.883,22.501,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,2.096,2.0683,2.65,2.3215,2.3207,2.2889,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,61.441,120.56,120.39,228.45,345.75,459.92,471.37,380.6,141.54,164.8,239.3,97.274,0.25197,0.27009,0.297,,,,,
10,2012,29.649,21.068,2.5434,0.20588,85.536,9,28.32,27.277,26.892,27.131,27.329,26.94,26.234,26.549,27.485,29.923,29.149,29.64,22.013,23.321,24.327,23.789,24.05,24.543,24.13,23.297,22.956,21.477,22.168,21.883,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,2.096,2.0683,2.65,2.3215,2.3207,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,68.435,61.441,120.56,120.39,228.45,345.75,459.92,471.37,380.6,141.54,164.8,239.3,0.20969,0.23772,0.27499,,,,,
11,2012,29.815,21.118,2.4326,0.21182,45.405,9,29.649,28.32,27.277,26.892,27.131,27.329,26.94,26.234,26.549,27.485,29.923,29.149,21.068,22.013,23.321,24.327,23.789,24.05,24.543,24.13,23.297,22.956,21.477,22.168,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,2.096,2.0683,2.65,2.3215,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,85.536,68.435,61.441,120.56,120.39,228.45,345.75,459.92,471.37,380.6,141.54,164.8,0.21087,0.22919,0.25839,,,,,
12,2012,27.974,22.671,2.3178,0.2585,209.58,9,29.815,29.649,28.32,27.277,26.892,27.131,27.329,26.94,26.234,26.549,27.485,29.923,21.118,21.068,22.013,23.321,24.327,23.789,24.05,24.543,24.13,23.297,22.956,21.477,2.4326,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,2.096,2.0683,2.65,0.21182,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,45.405,85.536,68.435,61.441,120.56,120.39,228.45,345.75,459.92,471.37,380.6,141.54,0.25031,0.23437,0.24902,,,,,
1,2013,26.395,24.069,2.3769,0.32757,334.95,9,27.974,29.815,29.649,28.32,27.277,26.892,27.131,27.329,26.94,26.234,26.549,27.485,22.671,21.118,21.068,22.013,23.321,24.327,23.789,24.05,24.543,24.13,23.297,22.956,2.3178,2.4326,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,2.096,2.0683,0.2585,0.21182,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,209.58,45.405,85.536,68.435,61.441,120.56,120.39,228.45,345.75,459.92,471.37,380.6,0.32343,0.30735,0.26756,,,,,
2,2013,26.246,24.051,2.3725,0.34441,626.85,9,26.395,27.974,29.815,29.649,28.32,27.277,26.892,27.131,27.329,26.94,26.234,26.549,24.069,22.671,21.118,21.068,22.013,23.321,24.327,23.789,24.05,24.543,24.13,23.297,2.3769,2.3178,2.4326,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,2.096,0.32757,0.2585,0.21182,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,334.95,209.58,45.405,85.536,68.435,61.441,120.56,120.39,228.45,345.75,459.92,471.37,0.34328,0.33941,0.32178,,,,,
3,2013,26.561,24.571,2.3737,0.3525,427.2,9,26.246,26.395,27.974,29.815,29.649,28.32,27.277,26.892,27.131,27.329,26.94,26.234,24.051,24.069,22.671,21.118,21.068,22.013,23.321,24.327,23.789,24.05,24.543,24.13,2.3725,2.3769,2.3178,2.4326,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,0.34441,0.32757,0.2585,0.21182,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,626.85,334.95,209.58,45.405,85.536,68.435,61.441,120.56,120.39,228.45,345.75,459.92,0.35171,0.35012,0.3488,,,,,
4,2013,26.497,24.65,2.0797,0.35712,365.9,9,26.561,26.246,26.395,27.974,29.815,29.649,28.32,27.277,26.892,27.131,27.329,26.94,24.571,24.051,24.069,22.671,21.118,21.068,22.013,23.321,24.327,23.789,24.05,24.543,2.3737,2.3725,2.3769,2.3178,2.4326,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,0.3525,0.34441,0.32757,0.2585,0.21182,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,427.2,626.85,334.95,209.58,45.405,85.536,68.435,61.441,120.56,120.39,228.45,345.75,0.35675,0.35601,0.35527,,,,,
5,2013,26.672,24.392,2.0641,0.35471,351.26,9,26.497,26.561,26.246,26.395,27.974,29.815,29.649,28.32,27.277,26.892,27.131,27.329,24.65,24.571,24.051,24.069,22.671,21.118,21.068,22.013,23.321,24.327,23.789,24.05,2.0797,2.3737,2.3725,2.3769,2.3178,2.4326,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,0.35712,0.3525,0.34441,0.32757,0.2585,0.21182,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,365.9,427.2,626.85,334.95,209.58,45.405,85.536,68.435,61.441,120.56,120.39,228.45,0.35501,0.3569,0.36258,,,,,
6,2013,27.006,23.927,2.0783,0.32589,170.08,9,26.672,26.497,26.561,26.246,26.395,27.974,29.815,29.649,28.32,27.277,26.892,27.131,24.392,24.65,24.571,24.051,24.069,22.671,21.118,21.068,22.013,23.321,24.327,23.789,2.0641,2.0797,2.3737,2.3725,2.3769,2.3178,2.4326,2.5434,2.4741,2.0522,1.9268,2.1344,0.35471,0.35712,0.3525,0.34441,0.32757,0.2585,0.21182,0.20588,0.2499,0.30337,0.33259,0.30872,351.26,365.9,427.2,626.85,334.95,209.58,45.405,85.536,68.435,61.441,120.56,120.39,0.32452,0.32349,0.33726,,,,,
7,2013,26.365,23.658,1.9531,0.33625,200.46,9,27.006,26.672,26.497,26.561,26.246,26.395,27.974,29.815,29.649,28.32,27.277,26.892,23.927,24.392,24.65,24.571,24.051,24.069,22.671,21.118,21.068,22.013,23.321,24.327,2.0783,2.0641,2.0797,2.3737,2.3725,2.3769,2.3178,2.4326,2.5434,2.4741,2.0522,1.9268,0.32589,0.35471,0.35712,0.3525,0.34441,0.32757,0.2585,0.21182,0.20588,0.2499,0.30337,0.33259,170.08,351.26,365.9,427.2,626.85,334.95,209.58,45.405,85.536,68.435,61.441,120.56,0.33561,0.33476,0.33641,,,,,
8,2013,27.651,24.079,2.0554,0.31168,166.88,9,26.365,27.006,26.672,26.497,26.561,26.246,26.395,27.974,29.815,29.649,28.32,27.277,23.658,23.927,24.392,24.65,24.571,24.051,24.069,22.671,21.118,21.068,22.013,23.321,1.9531,2.0783,2.0641,2.0797,2.3737,2.3725,2.3769,2.3178,2.4326,2.5434,2.4741,2.0522,0.33625,0.32589,0.35471,0.35712,0.3525,0.34441,0.32757,0.2585,0.21182,0.20588,0.2499,0.30337,200.46,170.08,351.26,365.9,427.2,626.85,334.95,209.58,45.405,85.536,68.435,61.441,0.31034,0.31064,0.32087,,,,,
9,2013,27.962,23.956,2.4035,0.31015,93.018,9,27.651,26.365,27.006,26.672,26.497,26.561,26.246,26.395,27.974,29.815,29.649,28.32,24.079,23.658,23.927,24.392,24.65,24.571,24.051,24.069,22.671,21.118,21.068,22.013,2.0554,1.9531,2.0783,2.0641,2.0797,2.3737,2.3725,2.3769,2.3178,2.4326,2.5434,2.4741,0.31168,0.33625,0.32589,0.35471,0.35712,0.3525,0.34441,0.32757,0.2585,0.21182,0.20588,0.2499,166.88,200.46,170.08,351.26,365.9,427.2,626.85,334.95,209.58,45.405,85.536,68.435,0.31072,0.31525,0.31706,,,,,
10,2013,28.708,23.059,2.6038,0.26442,135.02,9,27.962,27.651,26.365,27.006,26.672,26.497,26.561,26.246,26.395,27.974,29.815,29.649,23.956,24.079,23.658,23.927,24.392,24.65,24.571,24.051,24.069,22.671,21.118,21.068,2.4035,2.0554,1.9531,2.0783,2.0641,2.0797,2.3737,2.3725,2.3769,2.3178,2.4326,2.5434,0.31015,0.31168,0.33625,0.32589,0.35471,0.35712,0.3525,0.34441,0.32757,0.2585,0.21182,0.20588,93.018,166.88,200.46,170.08,351.26,365.9,427.2,626.85,334.95,209.58,45.405,85.536,0.26642,0.28112,0.29995,,,,,
11,2013,28.15,23.071,2.3579,0.26993,212.15,9,28.708,27.962,27.651,26.365,27.006,26.672,26.497,26.561,26.246,26.395,27.974,29.815,23.059,23.956,24.079,23.658,23.927,24.392,24.65,24.571,24.051,24.069,22.671,21.118,2.6038,2.4035,2.0554,1.9531,2.0783,2.0641,2.0797,2.3737,2.3725,2.3769,2.3178,2.4326,0.26442,0.31015,0.31168,0.33625,0.32589,0.35471,0.35712,0.3525,0.34441,0.32757,0.2585,0.21182,135.02,93.018,166.88,200.46,170.08,351.26,365.9,427.2,626.85,334.95,209.58,45.405,0.26855,0.27275,0.28405,,,,,
12,2013,28.444,22.847,2.5109,0.26315,228.33,9,28.15,28.708,27.962,27.651,26.365,27.006,26.672,26.497,26.561,26.246,26.395,27.974,23.071,23.059,23.956,24.079,23.658,23.927,24.392,24.65,24.571,24.051,24.069,22.671,2.3579,2.6038,2.4035,2.0554,1.9531,2.0783,2.0641,2.0797,2.3737,2.3725,2.3769,2.3178,0.26993,0.26442,0.31015,0.31168,0.33625,0.32589,0.35471,0.35712,0.3525,0.34441,0.32757,0.2585,212.15,135.02,93.018,166.88,200.46,170.08,351.26,365.9,427.2,626.85,334.95,209.58,0.26389,0.27296,0.27603,,,,,
1,2014,26.869,23.231,2.3015,0.28924,387.37,9,28.444,28.15,28.708,27.962,27.651,26.365,27.006,26.672,26.497,26.561,26.246,26.395,22.847,23.071,23.059,23.956,24.079,23.658,23.927,24.392,24.65,24.571,24.051,24.069,2.5109,2.3579,2.6038,2.4035,2.0554,1.9531,2.0783,2.0641,2.0797,2.3737,2.3725,2.3769,0.26315,0.26993,0.26442,0.31015,0.31168,0.33625,0.32589,0.35471,0.35712,0.3525,0.34441,0.32757,228.33,212.15,135.02,93.018,166.88,200.46,170.08,351.26,365.9,427.2,626.85,334.95,0.28418,0.27702,0.27076,,,,,
2,2014,26.026,24.338,2.119,0.35093,558.34,9,26.869,28.444,28.15,28.708,27.962,27.651,26.365,27.006,26.672,26.497,26.561,26.246,23.231,22.847,23.071,23.059,23.956,24.079,23.658,23.927,24.392,24.65,24.571,24.051,2.3015,2.5109,2.3579,2.6038,2.4035,2.0554,1.9531,2.0783,2.0641,2.0797,2.3737,2.3725,0.28924,0.26315,0.26993,0.26442,0.31015,0.31168,0.33625,0.32589,0.35471,0.35712,0.3525,0.34441,387.37,228.33,212.15,135.02,93.018,166.88,200.46,170.08,351.26,365.9,427.2,626.85,0.34878,0.34124,0.31318,,,,,
3,2014,26.283,24.479,2.2459,0.35091,519.29,9,26.026,26.869,28.444,28.15,28.708,27.962,27.651,26.365,27.006,26.672,26.497,26.561,24.338,23.231,22.847,23.071,23.059,23.956,24.079,23.658,23.927,24.392,24.65,24.571,2.119,2.3015,2.5109,2.3579,2.6038,2.4035,2.0554,1.9531,2.0783,2.0641,2.0797,2.3737,0.35093,0.28924,0.26315,0.26993,0.26442,0.31015,0.31168,0.33625,0.32589,0.35471,0.35712,0.3525,558.34,387.37,228.33,212.15,135.02,93.018,166.88,200.46,170.08,351.26,365.9,427.2,0.35027,0.34952,0.34917,,,,,
4,2014,26.563,24.71,2.0252,0.35401,422.23,9,26.283,26.026,26.869,28.444,28.15,28.708,27.962,27.651,26.365,27.006,26.672,26.497,24.479,24.338,23.231,22.847,23.071,23.059,23.956,24.079,23.658,23.927,24.392,24.65,2.2459,2.119,2.3015,2.5109,2.3579,2.6038,2.4035,2.0554,1.9531,2.0783,2.0641,2.0797,0.35091,0.35093,0.28924,0.26315,0.26993,0.26442,0.31015,0.31168,0.33625,0.32589,0.35471,0.35712,519.29,558.34,387.37,228.33,212.15,135.02,93.018,166.88,200.46,170.08,351.26,365.9,0.35328,0.35295,0.35274,,,,,
5,2014,26.576,24.866,1.9166,0.36073,274.79,9,26.563,26.283,26.026,26.869,28.444,28.15,28.708,27.962,27.651,26.365,27.006,26.672,24.71,24.479,24.338,23.231,22.847,23.071,23.059,23.956,24.079,23.658,23.927,24.392,2.0252,2.2459,2.119,2.3015,2.5109,2.3579,2.6038,2.4035,2.0554,1.9531,2.0783,2.0641,0.35401,0.35091,0.35093,0.28924,0.26315,0.26993,0.26442,0.31015,0.31168,0.33625,0.32589,0.35471,422.23,519.29,558.34,387.37,228.33,212.15,135.02,93.018,166.88,200.46,170.08,351.26,0.36061,0.36087,0.3624,,,,,
6,2014,27.016,24.824,2.0066,0.35116,212.76,9,26.576,26.563,26.283,26.026,26.869,28.444,28.15,28.708,27.962,27.651,26.365,27.006,24.866,24.71,24.479,24.338,23.231,22.847,23.071,23.059,23.956,24.079,23.658,23.927,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,2.3579,2.6038,2.4035,2.0554,1.9531,2.0783,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,0.26993,0.26442,0.31015,0.31168,0.33625,0.32589,274.79,422.23,519.29,558.34,387.37,228.33,212.15,135.02,93.018,166.88,200.46,170.08,0.35091,0.35102,0.35468,,,,,
7,2014,26.973,24.487,2.0585,0.34652,172.66,9,27.016,26.576,26.563,26.283,26.026,26.869,28.444,28.15,28.708,27.962,27.651,26.365,24.824,24.866,24.71,24.479,24.338,23.231,22.847,23.071,23.059,23.956,24.079,23.658,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,2.3579,2.6038,2.4035,2.0554,1.9531,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,0.26993,0.26442,0.31015,0.31168,0.33625,212.76,274.79,422.23,519.29,558.34,387.37,228.33,212.15,135.02,93.018,166.88,200.46,0.34653,0.34698,0.35027,,,,,
