Id,field,age,type,year,month,date,temperature,dewpoint,windspeed,Soilwater_L1,Precipitation,temperature_b1,temperature_b2,temperature_b3,temperature_b4,temperature_b5,temperature_b6,temperature_b7,temperature_b8,temperature_b9,temperature_b10,temperature_b11,temperature_b12,dewpoint_b1,dewpoint_b2,dewpoint_b3,dewpoint_b4,dewpoint_b5,dewpoint_b6,dewpoint_b7,dewpoint_b8,dewpoint_b9,dewpoint_b10,dewpoint_b11,dewpoint_b12,windspeed_b1,windspeed_b2,windspeed_b3,windspeed_b4,windspeed_b5,windspeed_b6,windspeed_b7,windspeed_b8,windspeed_b9,windspeed_b10,windspeed_b11,windspeed_b12,Soilwater_L1_b1,Soilwater_L1_b2,Soilwater_L1_b3,Soilwater_L1_b4,Soilwater_L1_b5,Soilwater_L1_b6,Soilwater_L1_b7,Soilwater_L1_b8,Soilwater_L1_b9,Soilwater_L1_b10,Soilwater_L1_b11,Soilwater_L1_b12,Precipitation_b1,Precipitation_b2,Precipitation_b3,Precipitation_b4,Precipitation_b5,Precipitation_b6,Precipitation_b7,Precipitation_b8,Precipitation_b9,Precipitation_b10,Precipitation_b11,Precipitation_b12,Soilwater_L2,Soilwater_L3,Soilwater_L4
9215,5,8,5,2017,9,2017-09-01,28.604,23.572,2.3288,0.27126,95.806,28.502,27.541,27.572,27.413,26.788,26.183,26.121,26.2,27.697,29.068,28.946,28.659,23.58,23.418,24.723,24.916,24.824,24.437,24.287,24.39,23.592,23.174,22.839,22.987,2.08,1.9024,1.9355,2.0539,2.0501,1.948,2.02,2.1213,2.2943,2.4344,2.3881,2.3603,0.27522,0.31747,0.3352,0.33903,0.35349,0.3517,0.35012,0.34251,0.27539,0.24502,0.2474,0.25921,141.45,57.0,144.24,270.76,357.77,551.84,559.83,575.24,310.73,42.759,288.39,99.864,0.26966,0.27516,0.28974
9216,5,8,5,2017,10,2017-10-01,28.66,23.361,2.6919,0.25575,210.82,28.604,28.502,27.541,27.572,27.413,26.788,26.183,26.121,26.2,27.697,29.068,28.946,23.572,23.58,23.418,24.723,24.916,24.824,24.437,24.287,24.39,23.592,23.174,22.839,2.3288,2.08,1.9024,1.9355,2.0539,2.0501,1.948,2.02,2.1213,2.2943,2.4344,2.3881,0.27126,0.27522,0.31747,0.3352,0.33903,0.35349,0.3517,0.35012,0.34251,0.27539,0.24502,0.2474,95.806,141.45,57.0,144.24,270.76,357.77,551.84,559.83,575.24,310.73,42.759,288.39,0.2556,0.26679,0.27781
9217,5,8,5,2017,11,2017-11-01,29.085,22.716,2.5717,0.24774,25.337,28.66,28.604,28.502,27.541,27.572,27.413,26.788,26.183,26.121,26.2,27.697,29.068,23.361,23.572,23.58,23.418,24.723,24.916,24.824,24.437,24.287,24.39,23.592,23.174,2.6919,2.3288,2.08,1.9024,1.9355,2.0539,2.0501,1.948,2.02,2.1213,2.2943,2.4344,0.25575,0.27126,0.27522,0.31747,0.3352,0.33903,0.35349,0.3517,0.35012,0.34251,0.27539,0.24502,210.82,95.806,141.45,57.0,144.24,270.76,357.77,551.84,559.83,575.24,310.73,42.759,0.25107,0.26641,0.26837
9218,8,4,0,2012,1,2012-01-01,27.485,22.956,2.0683,0.26706,380.6,29.923,29.149,29.64,29.255,27.929,26.867,27.035,26.616,25.965,25.978,25.852,25.775,21.477,22.168,21.883,22.501,23.286,23.523,24.076,24.9,24.528,24.304,24.05,23.954,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,1.9486,1.9864,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,0.35676,0.3433,141.54,164.8,239.3,97.274,184.2,153.31,98.744,326.75,402.58,551.15,559.26,433.14,0.25704,0.23368,0.24339
9219,8,4,0,2012,2,2012-02-01,26.549,23.297,2.096,0.30377,471.37,27.485,29.923,29.149,29.64,29.255,27.929,26.867,27.035,26.616,25.965,25.978,25.852,22.956,21.477,22.168,21.883,22.501,23.286,23.523,24.076,24.9,24.528,24.304,24.05,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,1.9486,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,0.35676,380.6,141.54,164.8,239.3,97.274,184.2,153.31,98.744,326.75,402.58,551.15,559.26,0.29733,0.27838,0.24835
9220,8,4,0,2012,3,2012-03-01,26.234,24.13,2.2271,0.34166,459.92,26.549,27.485,29.923,29.149,29.64,29.255,27.929,26.867,27.035,26.616,25.965,25.978,23.297,22.956,21.477,22.168,21.883,22.501,23.286,23.523,24.076,24.9,24.528,24.304,2.096,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,471.37,380.6,141.54,164.8,239.3,97.274,184.2,153.31,98.744,326.75,402.58,551.15,0.33991,0.33399,0.3059
9221,8,4,0,2012,4,2012-04-01,26.94,24.543,2.1819,0.33714,345.75,26.234,26.549,27.485,29.923,29.149,29.64,29.255,27.929,26.867,27.035,26.616,25.965,24.13,23.297,22.956,21.477,22.168,21.883,22.501,23.286,23.523,24.076,24.9,24.528,2.2271,2.096,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,459.92,471.37,380.6,141.54,164.8,239.3,97.274,184.2,153.31,98.744,326.75,402.58,0.33594,0.33414,0.32974
9222,8,4,0,2012,6,2012-06-01,27.131,23.789,2.1344,0.30872,120.39,27.329,26.94,26.234,26.549,27.485,29.923,29.149,29.64,29.255,27.929,26.867,27.035,24.05,24.543,24.13,23.297,22.956,21.477,22.168,21.883,22.501,23.286,23.523,24.076,2.227,2.1819,2.2271,2.096,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,228.45,345.75,459.92,471.37,380.6,141.54,164.8,239.3,97.274,184.2,153.31,98.744,0.30724,0.3068,0.31547
9223,8,4,0,2012,7,2012-07-01,26.892,24.327,1.9268,0.33259,120.56,27.131,27.329,26.94,26.234,26.549,27.485,29.923,29.149,29.64,29.255,27.929,26.867,23.789,24.05,24.543,24.13,23.297,22.956,21.477,22.168,21.883,22.501,23.286,23.523,2.1344,2.227,2.1819,2.2271,2.096,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,1.8927,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,0.32176,120.39,228.45,345.75,459.92,471.37,380.6,141.54,164.8,239.3,97.274,184.2,153.31,0.3316,0.32893,0.32249
9224,8,4,0,2012,8,2012-08-01,27.277,23.321,2.0522,0.30337,61.441,26.892,27.131,27.329,26.94,26.234,26.549,27.485,29.923,29.149,29.64,29.255,27.929,24.327,23.789,24.05,24.543,24.13,23.297,22.956,21.477,22.168,21.883,22.501,23.286,1.9268,2.1344,2.227,2.1819,2.2271,2.096,2.0683,2.65,2.3215,2.3207,2.2889,2.0728,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,0.28785,120.56,120.39,228.45,345.75,459.92,471.37,380.6,141.54,164.8,239.3,97.274,184.2,0.30271,0.30512,0.31761
9225,8,4,0,2012,9,2012-09-01,28.32,22.013,2.4741,0.2499,68.435,27.277,26.892,27.131,27.329,26.94,26.234,26.549,27.485,29.923,29.149,29.64,29.255,23.321,24.327,23.789,24.05,24.543,24.13,23.297,22.956,21.477,22.168,21.883,22.501,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,2.096,2.0683,2.65,2.3215,2.3207,2.2889,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,0.22267,0.24997,61.441,120.56,120.39,228.45,345.75,459.92,471.37,380.6,141.54,164.8,239.3,97.274,0.25197,0.27009,0.297
9226,8,4,0,2012,11,2012-11-01,29.815,21.118,2.4326,0.21182,45.405,29.649,28.32,27.277,26.892,27.131,27.329,26.94,26.234,26.549,27.485,29.923,29.149,21.068,22.013,23.321,24.327,23.789,24.05,24.543,24.13,23.297,22.956,21.477,22.168,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,2.096,2.0683,2.65,2.3215,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,0.24334,85.536,68.435,61.441,120.56,120.39,228.45,345.75,459.92,471.37,380.6,141.54,164.8,0.21087,0.22919,0.25839
9227,8,4,0,2012,12,2012-12-01,27.974,22.671,2.3178,0.2585,209.58,29.815,29.649,28.32,27.277,26.892,27.131,27.329,26.94,26.234,26.549,27.485,29.923,21.118,21.068,22.013,23.321,24.327,23.789,24.05,24.543,24.13,23.297,22.956,21.477,2.4326,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,2.096,2.0683,2.65,0.21182,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,0.21709,45.405,85.536,68.435,61.441,120.56,120.39,228.45,345.75,459.92,471.37,380.6,141.54,0.25031,0.23437,0.24902
9228,8,5,0,2013,1,2013-01-01,26.395,24.069,2.3769,0.32757,334.95,27.974,29.815,29.649,28.32,27.277,26.892,27.131,27.329,26.94,26.234,26.549,27.485,22.671,21.118,21.068,22.013,23.321,24.327,23.789,24.05,24.543,24.13,23.297,22.956,2.3178,2.4326,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,2.096,2.0683,0.2585,0.21182,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,0.26706,209.58,45.405,85.536,68.435,61.441,120.56,120.39,228.45,345.75,459.92,471.37,380.6,0.32343,0.30735,0.26756
9229,8,5,0,2013,2,2013-02-01,26.246,24.051,2.3725,0.34441,626.85,26.395,27.974,29.815,29.649,28.32,27.277,26.892,27.131,27.329,26.94,26.234,26.549,24.069,22.671,21.118,21.068,22.013,23.321,24.327,23.789,24.05,24.543,24.13,23.297,2.3769,2.3178,2.4326,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,2.096,0.32757,0.2585,0.21182,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,0.30377,334.95,209.58,45.405,85.536,68.435,61.441,120.56,120.39,228.45,345.75,459.92,471.37,0.34328,0.33941,0.32178
9230,8,5,0,2013,3,2013-03-01,26.561,24.571,2.3737,0.3525,427.2,26.246,26.395,27.974,29.815,29.649,28.32,27.277,26.892,27.131,27.329,26.94,26.234,24.051,24.069,22.671,21.118,21.068,22.013,23.321,24.327,23.789,24.05,24.543,24.13,2.3725,2.3769,2.3178,2.4326,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,2.2271,0.34441,0.32757,0.2585,0.21182,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,0.34166,626.85,334.95,209.58,45.405,85.536,68.435,61.441,120.56,120.39,228.45,345.75,459.92,0.35171,0.35012,0.3488
9231,8,5,0,2013,4,2013-04-01,26.497,24.65,2.0797,0.35712,365.9,26.561,26.246,26.395,27.974,29.815,29.649,28.32,27.277,26.892,27.131,27.329,26.94,24.571,24.051,24.069,22.671,21.118,21.068,22.013,23.321,24.327,23.789,24.05,24.543,2.3737,2.3725,2.3769,2.3178,2.4326,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,2.1819,0.3525,0.34441,0.32757,0.2585,0.21182,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,0.33714,427.2,626.85,334.95,209.58,45.405,85.536,68.435,61.441,120.56,120.39,228.45,345.75,0.35675,0.35601,0.35527
9232,8,5,0,2013,5,2013-05-01,26.672,24.392,2.0641,0.35471,351.26,26.497,26.561,26.246,26.395,27.974,29.815,29.649,28.32,27.277,26.892,27.131,27.329,24.65,24.571,24.051,24.069,22.671,21.118,21.068,22.013,23.321,24.327,23.789,24.05,2.0797,2.3737,2.3725,2.3769,2.3178,2.4326,2.5434,2.4741,2.0522,1.9268,2.1344,2.227,0.35712,0.3525,0.34441,0.32757,0.2585,0.21182,0.20588,0.2499,0.30337,0.33259,0.30872,0.32305,365.9,427.2,626.85,334.95,209.58,45.405,85.536,68.435,61.441,120.56,120.39,228.45,0.35501,0.3569,0.36258
9233,8,5,0,2013,6,2013-06-01,27.006,23.927,2.0783,0.32589,170.08,26.672,26.497,26.561,26.246,26.395,27.974,29.815,29.649,28.32,27.277,26.892,27.131,24.392,24.65,24.571,24.051,24.069,22.671,21.118,21.068,22.013,23.321,24.327,23.789,2.0641,2.0797,2.3737,2.3725,2.3769,2.3178,2.4326,2.5434,2.4741,2.0522,1.9268,2.1344,0.35471,0.35712,0.3525,0.34441,0.32757,0.2585,0.21182,0.20588,0.2499,0.30337,0.33259,0.30872,351.26,365.9,427.2,626.85,334.95,209.58,45.405,85.536,68.435,61.441,120.56,120.39,0.32452,0.32349,0.33726
9234,8,5,0,2013,7,2013-07-01,26.365,23.658,1.9531,0.33625,200.46,27.006,26.672,26.497,26.561,26.246,26.395,27.974,29.815,29.649,28.32,27.277,26.892,23.927,24.392,24.65,24.571,24.051,24.069,22.671,21.118,21.068,22.013,23.321,24.327,2.0783,2.0641,2.0797,2.3737,2.3725,2.3769,2.3178,2.4326,2.5434,2.4741,2.0522,1.9268,0.32589,0.35471,0.35712,0.3525,0.34441,0.32757,0.2585,0.21182,0.20588,0.2499,0.30337,0.33259,170.08,351.26,365.9,427.2,626.85,334.95,209.58,45.405,85.536,68.435,61.441,120.56,0.33561,0.33476,0.33641
9235,8,5,0,2013,8,2013-08-01,27.651,24.079,2.0554,0.31168,166.88,26.365,27.006,26.672,26.497,26.561,26.246,26.395,27.974,29.815,29.649,28.32,27.277,23.658,23.927,24.392,24.65,24.571,24.051,24.069,22.671,21.118,21.068,22.013,23.321,1.9531,2.0783,2.0641,2.0797,2.3737,2.3725,2.3769,2.3178,2.4326,2.5434,2.4741,2.0522,0.33625,0.32589,0.35471,0.35712,0.3525,0.34441,0.32757,0.2585,0.21182,0.20588,0.2499,0.30337,200.46,170.08,351.26,365.9,427.2,626.85,334.95,209.58,45.405,85.536,68.435,61.441,0.31034,0.31064,0.32087
9236,8,5,0,2013,9,2013-09-01,27.962,23.956,2.4035,0.31015,93.018,27.651,26.365,27.006,26.672,26.497,26.561,26.246,26.395,27.974,29.815,29.649,28.32,24.079,23.658,23.927,24.392,24.65,24.571,24.051,24.069,22.671,21.118,21.068,22.013,2.0554,1.9531,2.0783,2.0641,2.0797,2.3737,2.3725,2.3769,2.3178,2.4326,2.5434,2.4741,0.31168,0.33625,0.32589,0.35471,0.35712,0.3525,0.34441,0.32757,0.2585,0.21182,0.20588,0.2499,166.88,200.46,170.08,351.26,365.9,427.2,626.85,334.95,209.58,45.405,85.536,68.435,0.31072,0.31525,0.31706
9237,8,5,0,2013,10,2013-10-01,28.708,23.059,2.6038,0.26442,135.02,27.962,27.651,26.365,27.006,26.672,26.497,26.561,26.246,26.395,27.974,29.815,29.649,23.956,24.079,23.658,23.927,24.392,24.65,24.571,24.051,24.069,22.671,21.118,21.068,2.4035,2.0554,1.9531,2.0783,2.0641,2.0797,2.3737,2.3725,2.3769,2.3178,2.4326,2.5434,0.31015,0.31168,0.33625,0.32589,0.35471,0.35712,0.3525,0.34441,0.32757,0.2585,0.21182,0.20588,93.018,166.88,200.46,170.08,351.26,365.9,427.2,626.85,334.95,209.58,45.405,85.536,0.26642,0.28112,0.29995
9238,8,5,0,2013,11,2013-11-01,28.15,23.071,2.3579,0.26993,212.15,28.708,27.962,27.651,26.365,27.006,26.672,26.497,26.561,26.246,26.395,27.974,29.815,23.059,23.956,24.079,23.658,23.927,24.392,24.65,24.571,24.051,24.069,22.671,21.118,2.6038,2.4035,2.0554,1.9531,2.0783,2.0641,2.0797,2.3737,2.3725,2.3769,2.3178,2.4326,0.26442,0.31015,0.31168,0.33625,0.32589,0.35471,0.35712,0.3525,0.34441,0.32757,0.2585,0.21182,135.02,93.018,166.88,200.46,170.08,351.26,365.9,427.2,626.85,334.95,209.58,45.405,0.26855,0.27275,0.28405
9239,8,6,0,2014,1,2014-01-01,26.869,23.231,2.3015,0.28924,387.37,28.444,28.15,28.708,27.962,27.651,26.365,27.006,26.672,26.497,26.561,26.246,26.395,22.847,23.071,23.059,23.956,24.079,23.658,23.927,24.392,24.65,24.571,24.051,24.069,2.5109,2.3579,2.6038,2.4035,2.0554,1.9531,2.0783,2.0641,2.0797,2.3737,2.3725,2.3769,0.26315,0.26993,0.26442,0.31015,0.31168,0.33625,0.32589,0.35471,0.35712,0.3525,0.34441,0.32757,228.33,212.15,135.02,93.018,166.88,200.46,170.08,351.26,365.9,427.2,626.85,334.95,0.28418,0.27702,0.27076
9240,8,6,0,2014,2,2014-02-01,26.026,24.338,2.119,0.35093,558.34,26.869,28.444,28.15,28.708,27.962,27.651,26.365,27.006,26.672,26.497,26.561,26.246,23.231,22.847,23.071,23.059,23.956,24.079,23.658,23.927,24.392,24.65,24.571,24.051,2.3015,2.5109,2.3579,2.6038,2.4035,2.0554,1.9531,2.0783,2.0641,2.0797,2.3737,2.3725,0.28924,0.26315,0.26993,0.26442,0.31015,0.31168,0.33625,0.32589,0.35471,0.35712,0.3525,0.34441,387.37,228.33,212.15,135.02,93.018,166.88,200.46,170.08,351.26,365.9,427.2,626.85,0.34878,0.34124,0.31318
9241,8,6,0,2014,3,2014-03-01,26.283,24.479,2.2459,0.35091,519.29,26.026,26.869,28.444,28.15,28.708,27.962,27.651,26.365,27.006,26.672,26.497,26.561,24.338,23.231,22.847,23.071,23.059,23.956,24.079,23.658,23.927,24.392,24.65,24.571,2.119,2.3015,2.5109,2.3579,2.6038,2.4035,2.0554,1.9531,2.0783,2.0641,2.0797,2.3737,0.35093,0.28924,0.26315,0.26993,0.26442,0.31015,0.31168,0.33625,0.32589,0.35471,0.35712,0.3525,558.34,387.37,228.33,212.15,135.02,93.018,166.88,200.46,170.08,351.26,365.9,427.2,0.35027,0.34952,0.34917
9242,8,6,0,2014,4,2014-04-01,26.563,24.71,2.0252,0.35401,422.23,26.283,26.026,26.869,28.444,28.15,28.708,27.962,27.651,26.365,27.006,26.672,26.497,24.479,24.338,23.231,22.847,23.071,23.059,23.956,24.079,23.658,23.927,24.392,24.65,2.2459,2.119,2.3015,2.5109,2.3579,2.6038,2.4035,2.0554,1.9531,2.0783,2.0641,2.0797,0.35091,0.35093,0.28924,0.26315,0.26993,0.26442,0.31015,0.31168,0.33625,0.32589,0.35471,0.35712,519.29,558.34,387.37,228.33,212.15,135.02,93.018,166.88,200.46,170.08,351.26,365.9,0.35328,0.35295,0.35274
9243,8,6,0,2014,5,2014-05-01,26.576,24.866,1.9166,0.36073,274.79,26.563,26.283,26.026,26.869,28.444,28.15,28.708,27.962,27.651,26.365,27.006,26.672,24.71,24.479,24.338,23.231,22.847,23.071,23.059,23.956,24.079,23.658,23.927,24.392,2.0252,2.2459,2.119,2.3015,2.5109,2.3579,2.6038,2.4035,2.0554,1.9531,2.0783,2.0641,0.35401,0.35091,0.35093,0.28924,0.26315,0.26993,0.26442,0.31015,0.31168,0.33625,0.32589,0.35471,422.23,519.29,558.34,387.37,228.33,212.15,135.02,93.018,166.88,200.46,170.08,351.26,0.36061,0.36087,0.3624
9244,8,6,0,2014,6,2014-06-01,27.016,24.824,2.0066,0.35116,212.76,26.576,26.563,26.283,26.026,26.869,28.444,28.15,28.708,27.962,27.651,26.365,27.006,24.866,24.71,24.479,24.338,23.231,22.847,23.071,23.059,23.956,24.079,23.658,23.927,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,2.3579,2.6038,2.4035,2.0554,1.9531,2.0783,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,0.26993,0.26442,0.31015,0.31168,0.33625,0.32589,274.79,422.23,519.29,558.34,387.37,228.33,212.15,135.02,93.018,166.88,200.46,170.08,0.35091,0.35102,0.35468
9245,8,6,0,2014,7,2014-07-01,26.973,24.487,2.0585,0.34652,172.66,27.016,26.576,26.563,26.283,26.026,26.869,28.444,28.15,28.708,27.962,27.651,26.365,24.824,24.866,24.71,24.479,24.338,23.231,22.847,23.071,23.059,23.956,24.079,23.658,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,2.3579,2.6038,2.4035,2.0554,1.9531,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,0.26993,0.26442,0.31015,0.31168,0.33625,212.76,274.79,422.23,519.29,558.34,387.37,228.33,212.15,135.02,93.018,166.88,200.46,0.34653,0.34698,0.35027
9246,8,6,0,2014,8,2014-08-01,27.56,23.942,2.1317,0.31351,119.55,26.973,27.016,26.576,26.563,26.283,26.026,26.869,28.444,28.15,28.708,27.962,27.651,24.487,24.824,24.866,24.71,24.479,24.338,23.231,22.847,23.071,23.059,23.956,24.079,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,2.3579,2.6038,2.4035,2.0554,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,0.26993,0.26442,0.31015,0.31168,172.66,212.76,274.79,422.23,519.29,558.34,387.37,228.33,212.15,135.02,93.018,166.88,0.31368,0.31898,0.33343
9247,8,6,0,2014,9,2014-09-01,27.873,23.087,2.5205,0.27941,116.9,27.56,26.973,27.016,26.576,26.563,26.283,26.026,26.869,28.444,28.15,28.708,27.962,23.942,24.487,24.824,24.866,24.71,24.479,24.338,23.231,22.847,23.071,23.059,23.956,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,2.3579,2.6038,2.4035,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,0.26993,0.26442,0.31015,119.55,172.66,212.76,274.79,422.23,519.29,558.34,387.37,228.33,212.15,135.02,93.018,0.28057,0.28956,0.30738
9248,8,6,0,2014,10,2014-10-01,28.235,23.669,2.5016,0.28365,183.28,27.873,27.56,26.973,27.016,26.576,26.563,26.283,26.026,26.869,28.444,28.15,28.708,23.087,23.942,24.487,24.824,24.866,24.71,24.479,24.338,23.231,22.847,23.071,23.059,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,2.3579,2.6038,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,0.26993,0.26442,116.9,119.55,172.66,212.76,274.79,422.23,519.29,558.34,387.37,228.33,212.15,135.02,0.28186,0.28327,0.2916
9249,8,6,0,2014,11,2014-11-01,28.862,22.757,2.4947,0.25775,44.426,28.235,27.873,27.56,26.973,27.016,26.576,26.563,26.283,26.026,26.869,28.444,28.15,23.669,23.087,23.942,24.487,24.824,24.866,24.71,24.479,24.338,23.231,22.847,23.071,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,2.3579,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,0.26993,183.28,116.9,119.55,172.66,212.76,274.79,422.23,519.29,558.34,387.37,228.33,212.15,0.26073,0.27669,0.28139
9250,8,6,0,2014,12,2014-12-01,28.394,22.867,2.6142,0.26597,229.41,28.862,28.235,27.873,27.56,26.973,27.016,26.576,26.563,26.283,26.026,26.869,28.444,22.757,23.669,23.087,23.942,24.487,24.824,24.866,24.71,24.479,24.338,23.231,22.847,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,44.426,183.28,116.9,119.55,172.66,212.76,274.79,422.23,519.29,558.34,387.37,228.33,0.26684,0.27609,0.2737
9251,8,7,0,2015,1,2015-01-01,26.917,23.68,2.3017,0.30139,397.46,28.394,28.862,28.235,27.873,27.56,26.973,27.016,26.576,26.563,26.283,26.026,26.869,22.867,22.757,23.669,23.087,23.942,24.487,24.824,24.866,24.71,24.479,24.338,23.231,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,229.41,44.426,183.28,116.9,119.55,172.66,212.76,274.79,422.23,519.29,558.34,387.37,0.29733,0.28805,0.27369
9252,8,7,0,2015,2,2015-02-01,26.462,24.037,2.3371,0.32366,419.55,26.917,28.394,28.862,28.235,27.873,27.56,26.973,27.016,26.576,26.563,26.283,26.026,23.68,22.867,22.757,23.669,23.087,23.942,24.487,24.824,24.866,24.71,24.479,24.338,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,397.46,229.41,44.426,183.28,116.9,119.55,172.66,212.76,274.79,422.23,519.29,558.34,0.3199,0.3108,0.28862
9253,8,7,0,2015,3,2015-03-01,26.333,24.494,2.0629,0.34677,497.97,26.462,26.917,28.394,28.862,28.235,27.873,27.56,26.973,27.016,26.576,26.563,26.283,24.037,23.68,22.867,22.757,23.669,23.087,23.942,24.487,24.824,24.866,24.71,24.479,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,419.55,397.46,229.41,44.426,183.28,116.9,119.55,172.66,212.76,274.79,422.23,519.29,0.34513,0.34036,0.32271
9254,8,7,0,2015,4,2015-04-01,26.599,24.644,2.3053,0.34829,439.06,26.333,26.462,26.917,28.394,28.862,28.235,27.873,27.56,26.973,27.016,26.576,26.563,24.494,24.037,23.68,22.867,22.757,23.669,23.087,23.942,24.487,24.824,24.866,24.71,2.0629,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,0.34677,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,497.97,419.55,397.46,229.41,44.426,183.28,116.9,119.55,172.66,212.76,274.79,422.23,0.3475,0.34653,0.34692
9255,8,7,0,2015,5,2015-05-01,27.064,24.834,2.017,0.34697,335.66,26.599,26.333,26.462,26.917,28.394,28.862,28.235,27.873,27.56,26.973,27.016,26.576,24.644,24.494,24.037,23.68,22.867,22.757,23.669,23.087,23.942,24.487,24.824,24.866,2.3053,2.0629,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,0.34829,0.34677,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,439.06,497.97,419.55,397.46,229.41,44.426,183.28,116.9,119.55,172.66,212.76,274.79,0.3466,0.34667,0.34758
